player_id,name,firstname,lastname,birthdate,birthplace,birthcountry,nationality,height,weight,photo
866,J. Cuadrado,Juan Guillermo,Cuadrado Bello,1988-05-26,Necoclí,Colombia,Colombia,179 cm,72 kg,https://media.api-sports.io/football/players/866.png
875,P. Dybala,Paulo Exequiel,Dybala,1993-11-15,Laguna Larga,Argentina,Argentina,177 cm,75 kg,https://media.api-sports.io/football/players/875.png
876,N. Fagioli,Nicolò,Fagioli,2001-02-12,Piacenza,Italy,Italy,178 cm,71 kg,https://media.api-sports.io/football/players/876.png
879,S. Mavididi,Stephy Alvaro,Mavididi,1998-05-31,Derby,England,England,182 cm,71 kg,https://media.api-sports.io/football/players/879.png
886,Diogo Dalot,José Diogo,Dalot Teixeira,1999-03-18,Braga,Portugal,Portugal,183 cm,78 kg,https://media.api-sports.io/football/players/886.png
887,M. Darmian,Matteo,Darmian,1989-12-02,Legnano,Italy,Italy,182 cm,70 kg,https://media.api-sports.io/football/players/887.png
889,V. Lindelöf,Victor Jörgen,Nilsson Lindelöf,1994-07-17,Västerås,Sweden,Sweden,187 cm,80 kg,https://media.api-sports.io/football/players/889.png
891,L. Shaw,Luke Paul Hoare,Shaw,1995-07-12,Kingston upon Thames,England,England,178 cm,80 kg,https://media.api-sports.io/football/players/891.png
894,A. Young,Ashley Simon,Young,1985-07-09,Stevenage,England,England,175 cm,65 kg,https://media.api-sports.io/football/players/894.png
895,J. Garner,James David,Garner,2001-03-13,Birkenhead,England,England,186 cm,78 kg,https://media.api-sports.io/football/players/895.png
896,A. Gomes,Adilson Angel,Abreu de Almeida Gomes,2000-08-31,London,England,England,168 cm,56 kg,https://media.api-sports.io/football/players/896.png
897,M. Greenwood,Mason Will John,Greenwood,2001-10-01,Bradford,England,England,181 cm,70 kg,https://media.api-sports.io/football/players/897.png
899,Andreas Pereira,Andreas Hugo,Hoelgebaum Pereira,1996-01-01,Duffel,Belgium,Brazil,178 cm,71 kg,https://media.api-sports.io/football/players/899.png
902,N. Matić,Nemanja,Matić,1988-08-01,Šabac,Serbia,Serbia,194 cm,85 kg,https://media.api-sports.io/football/players/902.png
903,S. McTominay,Scott Francis,McTominay,1996-12-08,Lancaster,England,Scotland,193 cm,88 kg,https://media.api-sports.io/football/players/903.png
905,Fred,Frederico,Rodrigues de Paula Santos,1993-03-05,Belo Horizonte,Brazil,Brazil,169 cm,64 kg,https://media.api-sports.io/football/players/905.png
909,M. Rashford,Marcus,Rashford,1997-10-31,Manchester,England,England,180 cm,70 kg,https://media.api-sports.io/football/players/909.png
912,Neto,Norberto,Murara Neto,1989-07-19,Araxá,Brazil,Brazil,190 cm,84 kg,https://media.api-sports.io/football/players/912.png
925,Gonçalo Guedes,Gonçalo Manuel,Ganchinho Guedes,1996-11-29,Benavente,Portugal,Portugal,179 cm,68 kg,https://media.api-sports.io/football/players/925.png
926,G. Kondogbia,Geoffrey Edwin,Kondogbia,1993-02-15,Nemours,France,Central African Republic,188 cm,80 kg,https://media.api-sports.io/football/players/926.png
927,Lee Kang-In,Kang-In,Lee,2001-02-19,Incheon,Korea Republic,Korea Republic,173 cm,66 kg,https://media.api-sports.io/football/players/927.png
930,Carlos Soler,Carlos,Soler Barragán,1997-01-02,Valencia,Spain,Spain,180 cm,76 kg,https://media.api-sports.io/football/players/930.png
938,D. Marzino,Dario Nicola,Marzino,1996-09-19,Thun,Switzerland,Switzerland,184 cm,80 kg,https://media.api-sports.io/football/players/938.png
939,D. von Ballmoos,David,von Ballmoos,1994-12-30,Burgdorf,Switzerland,Switzerland,192 cm,90 kg,https://media.api-sports.io/football/players/939.png
941,L. Benito,Loris,Benito Souto,1992-01-07,Aarau,Switzerland,Switzerland,186 cm,85 kg,https://media.api-sports.io/football/players/941.png
942,M. Camara,Mohamed Ali,Camara,1997-08-28,Kerouane,Guinea,Guinea,191 cm,80 kg,https://media.api-sports.io/football/players/942.png
943,U. Garcia,Ulisses Alexandre,Garcia Lopes,1996-01-11,Almada,Portugal,Switzerland,182 cm,73 kg,https://media.api-sports.io/football/players/943.png
945,J. Lotomba,Mvula Jordan,Lotomba,1998-09-29,,Switzerland,Switzerland,177 cm,71 kg,https://media.api-sports.io/football/players/945.png
951,M. Aebischer,Michel,Aebischer,1997-01-06,Fribourg,Switzerland,Switzerland,183 cm,78 kg,https://media.api-sports.io/football/players/951.png
954,S. Lauper,Sandro Mike,Lauper,1996-10-25,Oberdiessbach,Switzerland,Switzerland,186 cm,73 kg,https://media.api-sports.io/football/players/954.png
963,L. Hrádecký,Lukáš,Hrádecký,1989-11-24,Bratislava,Slovakia,Finland,192 cm,83 kg,https://media.api-sports.io/football/players/963.png
969,T. Jedvaj,Tin,Jedvaj,1995-11-28,Zagreb,Croatia,Croatia,184 cm,82 kg,https://media.api-sports.io/football/players/969.png
972,J. Tah,Jonathan,Glao Tah,1996-02-11,Hamburg,Germany,Germany,195 cm,94 kg,https://media.api-sports.io/football/players/972.png
978,K. Havertz,Kai Lukas,Havertz,1999-06-11,Aachen,Germany,Germany,193 cm,83 kg,https://media.api-sports.io/football/players/978.png
983,L. Bailey,Leon Patrick,Bailey Butler,1997-08-09,Kingston,Jamaica,Jamaica,178 cm,77 kg,https://media.api-sports.io/football/players/983.png
999,B. Omeragić,Bećir,Omeragić,2002-01-20,Genève,Switzerland,Switzerland,187 cm,74 kg,https://media.api-sports.io/football/players/999.png
1096,D. Szoboszlai,Dominik,Szoboszlai,2000-10-25,Budapest,Hungary,Hungary,186 cm,74 kg,https://media.api-sports.io/football/players/1096.png
1098,P. Daka,Patson,Daka,1998-10-09,Chingola,Zambia,Zambia,183 cm,71 kg,https://media.api-sports.io/football/players/1098.png
1100,E. Haaland,Erling,Braut Haaland,2000-07-21,Leeds,England,Norway,194 cm,88 kg,https://media.api-sports.io/football/players/1100.png
1101,T. Minamino,Takumi,Minamino,1995-01-16,Osaka,Japan,Japan,172 cm,68 kg,https://media.api-sports.io/football/players/1101.png
1117,K. Tierney,Kieran,Tierney,1997-06-05,Douglas,Scotland,Scotland,178 cm,70 kg,https://media.api-sports.io/football/players/1117.png
1119,K. Ajer,Kristoffer,Vassbakk Ajer,1998-04-17,Rælingen,Norway,Norway,198 cm,92 kg,https://media.api-sports.io/football/players/1119.png
1125,R. Christie,Ryan,Christie,1995-02-22,Inverness,Scotland,Scotland,178 cm,70 kg,https://media.api-sports.io/football/players/1125.png
1134,V. Bayo,Vakoun Issouf,Bayo,1997-01-10,Daloa,Côte d'Ivoire,Côte d'Ivoire,184 cm,72 kg,https://media.api-sports.io/football/players/1134.png
1135,O. Édouard,Odsonne,Édouard,1998-01-16,Kourou,French Guiana,France,187 cm,83 kg,https://media.api-sports.io/football/players/1135.png
1138,T. Weah,Timothy,Tarpeh Weah,2000-02-22,New York,USA,USA,183 cm,66 kg,https://media.api-sports.io/football/players/1138.png
1139,P. Gulácsi,Péter,Gulácsi,1990-05-06,Budapest,Hungary,Hungary,191 cm,86 kg,https://media.api-sports.io/football/players/1139.png
1144,L. Klostermann,Lukas Manuel,Klostermann,1996-06-03,Herdecke,Germany,Germany,187 cm,88 kg,https://media.api-sports.io/football/players/1144.png
1145,I. Konaté,Ibrahima,Konaté,1999-05-25,Paris,France,France,194 cm,95 kg,https://media.api-sports.io/football/players/1145.png
1148,W. Orbán,Vilmos Tamás,Orbán,1992-11-03,Kaiserslautern,Germany,Hungary,186 cm,87 kg,https://media.api-sports.io/football/players/1148.png
1149,D. Upamecano,Dayotchanculle Oswald,Upamecano,1998-10-27,Evreux,France,France,186 cm,90 kg,https://media.api-sports.io/football/players/1149.png
1150,T. Adams,Tyler Shaan,Adams,1999-02-14,Wappingers Falls,USA,USA,173 cm,72 kg,https://media.api-sports.io/football/players/1150.png
1153,A. Haidara,Amadou,Haidara,1998-01-31,Bamako,Mali,Mali,175 cm,72 kg,https://media.api-sports.io/football/players/1153.png
1155,K. Kampl,Kevin,Kampl,1990-10-09,Solingen,Germany,Slovenia,178 cm,66 kg,https://media.api-sports.io/football/players/1155.png
1157,K. Laimer,Konrad,Laimer,1997-05-27,Salzburg,Austria,Austria,180 cm,72 kg,https://media.api-sports.io/football/players/1157.png
1161,E. Smith Rowe,Emile,Smith Rowe,2000-07-28,Croydon,England,England,182 cm,79 kg,https://media.api-sports.io/football/players/1161.png
1165,Matheus Cunha,Matheus Santos,Carneiro da Cunha,1999-05-27,João Pessoa,Brazil,Brazil,183 cm,76 kg,https://media.api-sports.io/football/players/1165.png
1166,T. Werner,Timo,Werner,1996-03-06,Stuttgart,Germany,Germany,180 cm,75 kg,https://media.api-sports.io/football/players/1166.png
1167,Y. Poulsen,Yussuf Yurary,Poulsen,1994-06-15,København,Denmark,Denmark,192 cm,84 kg,https://media.api-sports.io/football/players/1167.png
1212,D. Kuzyaev,Daler,Kuzyaev,1993-01-15,Naberezhnye Chelny,Russia,Russia,182 cm,74 kg,https://media.api-sports.io/football/players/1212.png
1213,R. Mak,Róbert,Mak,1991-03-08,Bratislava,Slovakia,Slovakia,179 cm,78 kg,https://media.api-sports.io/football/players/1213.png
1217,M. Ozdoev,Magomed,Ozdoev,1992-11-05,Grozny,Russia,Russia,184 cm,77 kg,https://media.api-sports.io/football/players/1217.png
1231,V. Coufal,Vladimír,Coufal,1992-08-22,Ostrava,Czechia,Czechia,174 cm,76 kg,https://media.api-sports.io/football/players/1231.png
1243,T. Souček,Tomáš,Souček,1995-02-27,Havlíčkův Brod,Czechia,Czechia,192 cm,86 kg,https://media.api-sports.io/football/players/1243.png
1300,M. Daramy,Mohamed,Hassouni Daramy,2002-01-07,Hvidovre,Denmark,Denmark,180 cm,76 kg,https://media.api-sports.io/football/players/1300.png
1305,D. Livaković,Dominik,Livaković,1995-01-09,Zadar,Croatia,Croatia,188 cm,79 kg,https://media.api-sports.io/football/players/1305.png
1322,N. Moro,Nikola,Moro,1998-03-12,Split,Croatia,Croatia,183 cm,77 kg,https://media.api-sports.io/football/players/1322.png
1358,E. Elmas,Eljif,Elmas,1999-09-24,Skopje,North Macedonia,North Macedonia,184 cm,78 kg,https://media.api-sports.io/football/players/1358.png
1361,F. Kadıoğlu,Ferdi Erenay,Kadıoğlu,1999-10-07,Arnhem,Netherlands,Türkiye,174 cm,68 kg,https://media.api-sports.io/football/players/1361.png
1369,M. Zajc,Miha,Zajc,1994-07-01,Šempeter pri Gorici,Slovenia,Slovenia,180 cm,76 kg,https://media.api-sports.io/football/players/1369.png
1370,A. Ayew,André Morgan,Rami Ayew,1989-12-17,Lille,France,Ghana,175 cm,70 kg,https://media.api-sports.io/football/players/1370.png
1371,Y. Benzia,Yassine,Benzia,1994-09-08,Saint-Aubin Lès-Elbeuf,France,Algeria,179 cm,77 kg,https://media.api-sports.io/football/players/1371.png
1372,M. Frey,Michael,Frey,1994-07-19,Münsingen,Switzerland,Switzerland,189 cm,86 kg,https://media.api-sports.io/football/players/1372.png
1378,D. Takáč,Dominik,Takáč,1999-01-12,Galanta,Slovakia,Slovakia,195 cm,82 kg,https://media.api-sports.io/football/players/1378.png
1407,D. Appiah,Dennis,Appiah,1992-06-09,Toulouse,France,France,179 cm,68 kg,https://media.api-sports.io/football/players/1407.png
1417,A. Saelemaekers,Alexis Jesse,Saelemaekers,1999-06-27,Berchem-Sainte-Agathe,Belgium,Belgium,180 cm,72 kg,https://media.api-sports.io/football/players/1417.png
1422,J. Doku,Jérémy Baffour,Doku,2002-05-27,Antwerp,Belgium,Belgium,173 cm,66 kg,https://media.api-sports.io/football/players/1422.png
1423,P. Gerkens,Pieter,Gerkens,1995-02-17,Bilzen,Belgium,Belgium,180 cm,72 kg,https://media.api-sports.io/football/players/1423.png
1425,S. Kums,Sven,Kums,1988-02-26,Asse,Belgium,Belgium,176 cm,63 kg,https://media.api-sports.io/football/players/1425.png
1438,B. Leno,Bernd,Leno,1992-03-04,Bietigheim-Bissingen,Germany,Germany,189 cm,82 kg,https://media.api-sports.io/football/players/1438.png
1440,R. Holding,Robert Samuel,Holding,1995-09-20,Stalybridge,England,England,189 cm,81 kg,https://media.api-sports.io/football/players/1440.png
1442,S. Kolašinac,Sead,Kolašinac,1993-06-20,Karlsruhe,Germany,Bosnia and Herzegovina,183 cm,85 kg,https://media.api-sports.io/football/players/1442.png
1445,K. Mavropanos,Konstantinos,Mavropanos,1997-12-11,Athína,Greece,Greece,194 cm,94 kg,https://media.api-sports.io/football/players/1445.png
1455,A. Iwobi,Alexander Chuka,Iwobi,1996-05-03,Lagos,Nigeria,Nigeria,180 cm,75 kg,https://media.api-sports.io/football/players/1455.png
1456,A. Maitland-Niles,Ainsley Cory,Maitland-Niles,1997-08-29,London,England,England,177 cm,71 kg,https://media.api-sports.io/football/players/1456.png
1457,H. Mkhitaryan,Henrikh,Hamlet Mkhitaryan,1989-01-21,Yerevan,Armenia,Armenia,177 cm,75 kg,https://media.api-sports.io/football/players/1457.png
1460,B. Saka,Bukayo Ayoyinka Temidayo,Saka,2001-09-05,London,England,England,178 cm,72 kg,https://media.api-sports.io/football/players/1460.png
1462,L. Torreira,Lucas Sebastián,Torreira di Pascua,1996-02-11,Fray Bentos,Uruguay,Uruguay,166 cm,65 kg,https://media.api-sports.io/football/players/1462.png
1463,J. Willock,Joseph George,Willock,1999-08-20,London,England,England,179 cm,71 kg,https://media.api-sports.io/football/players/1463.png
1464,G. Xhaka,Granit,Xhaka,1992-09-27,Basel,Switzerland,Switzerland,186 cm,80 kg,https://media.api-sports.io/football/players/1464.png
1467,A. Lacazette,Alexandre Armand,Lacazette,1991-05-28,Lyon,France,France,175 cm,73 kg,https://media.api-sports.io/football/players/1467.png
1468,E. Nketiah,Edward,Keddar Nketiah,1999-05-30,,England,England,175 cm,72 kg,https://media.api-sports.io/football/players/1468.png
1469,D. Welbeck,Daniel Nii,Tackie Mensah Welbeck,1990-11-26,Manchester,England,England,185 cm,73 kg,https://media.api-sports.io/football/players/1469.png
1478,Abdu Conté,Abdu Cadri,Conté,1998-03-24,Bissau,Guinea-Bissau,Portugal,183 cm,84 kg,https://media.api-sports.io/football/players/1478.png
1479,Tiago Djaló,Tiago Emanuel,Embaló Djaló,2000-04-09,Amadora,Portugal,Portugal,190 cm,85 kg,https://media.api-sports.io/football/players/1479.png
1485,Bruno Fernandes,Bruno Miguel,Borges Fernandes,1994-09-08,Maia,Portugal,Portugal,179 cm,66 kg,https://media.api-sports.io/football/players/1485.png
1500,D. Riznyk,Dmytro,Riznyk,1999-01-30,,Ukraine,Ukraine,186 cm,77 kg,https://media.api-sports.io/football/players/1500.png
1534,A. Hüseynov,Abbas,Hüseynov,1995-06-13,Gəncə,Azerbaijan,Azerbaijan,179 cm,63 kg,https://media.api-sports.io/football/players/1534.png
1535,B. Hüseynov,Badavi,Hüseynov,1991-07-11,Kaspiysk,Russia,Azerbaijan,183 cm,69 kg,https://media.api-sports.io/football/players/1535.png
1541,R. Almeyda,Riçard,Almeyda de Oliveira,1989-03-20,São Paulo,Brazil,Azerbaijan,184 cm,68 kg,https://media.api-sports.io/football/players/1541.png
1542,T. Bayramov,Toral,Bayramov,2001-02-23,Baku,Azerbaijan,Azerbaijan,185 cm,,https://media.api-sports.io/football/players/1542.png
1552,A. Zoubir,Abdellah,Zoubir,1991-12-05,Lille,France,France,180 cm,75 kg,https://media.api-sports.io/football/players/1552.png
1557,Pau López,Pau,López Sabata,1994-12-13,Girona,Spain,Spain,189 cm,77 kg,https://media.api-sports.io/football/players/1557.png
1566,Emerson Royal,Emerson Aparecido,Leite de Souza Júnior,1999-01-14,São Paulo,Brazil,Brazil,181 cm,79 kg,https://media.api-sports.io/football/players/1566.png
1567,A. Mandi,Aïssa,Mandi,1991-10-22,Châlons-en-Champagne,France,Algeria,184 cm,78 kg,https://media.api-sports.io/football/players/1567.png
1589,Y. Lodygin,Yuri,Lodygin,1990-05-26,Vladimir,Russia,Russia,187 cm,83 kg,https://media.api-sports.io/football/players/1589.png
1590,José Sá,José Pedro,Malheiro de Sá,1993-01-17,Braga,Portugal,Portugal,192 cm,84 kg,https://media.api-sports.io/football/players/1590.png
1600,K. Tsimikas,Konstantinos,Tsimikas,1996-05-12,Thessaloníki,Greece,Greece,179 cm,77 kg,https://media.api-sports.io/football/players/1600.png
1604,M. Camara,Mohamed Mady,Camara,1997-02-28,Matam,Guinea,Guinea,185 cm,75 kg,https://media.api-sports.io/football/players/1604.png
1605,Daniel Podence,Daniel,Castelo Podence,1995-10-21,Oeiras,Portugal,Portugal,165 cm,58 kg,https://media.api-sports.io/football/players/1605.png
1622,G. Donnarumma,Gianluigi,Donnarumma,1999-02-25,Castellammare di Stabia,Italy,Italy,196 cm,90 kg,https://media.api-sports.io/football/players/1622.png
1627,D. Calabria,Davide,Calabria,1996-12-06,Brescia,Italy,Italy,177 cm,70 kg,https://media.api-sports.io/football/players/1627.png
1635,T. Bakayoko,Tiémoué,Bakayoko,1994-08-17,Paris,France,France,185 cm,77 kg,https://media.api-sports.io/football/players/1635.png
1639,M. Brescianini,Marco,Brescianini,2000-01-20,Calcinate,Italy,Italy,188 cm,80 kg,https://media.api-sports.io/football/players/1639.png
1640,H. Çalhanoğlu,Hakan,Çalhanoğlu,1994-02-08,Mannheim,Germany,Türkiye,178 cm,76 kg,https://media.api-sports.io/football/players/1640.png
1646,Lucas Paquetá,Lucas,Tolentino Coelho de Lima,1997-08-27,Rio de Janeiro,Brazil,Brazil,180 cm,72 kg,https://media.api-sports.io/football/players/1646.png
1696,S. Chukwueze,Samuel Chimerenka,Chukwueze,1999-05-22,Umahaia,Nigeria,Nigeria,172 cm,70 kg,https://media.api-sports.io/football/players/1696.png
1700,Iván Martín,Iván,Martín Núñez,1999-02-14,Bilbao,Spain,Spain,178 cm,70 kg,https://media.api-sports.io/football/players/1700.png
1719,M. Müldür,Mert,Müldür,1999-04-03,Wien,Austria,Türkiye,184 cm,74 kg,https://media.api-sports.io/football/players/1719.png
1729,S. Schwab,Stefan,Schwab,1990-09-27,Saalfelden,Austria,Austria,183 cm,83 kg,https://media.api-sports.io/football/players/1729.png
1736,W. Foderingham,Wesley Andrew,Foderingham,1991-01-14,Hammersmith,England,England,185 cm,75 kg,https://media.api-sports.io/football/players/1736.png
1744,J. Tavernier,James Henry,Tavernier,1991-10-31,Bradford,England,England,182 cm,75 kg,https://media.api-sports.io/football/players/1744.png
1746,J. Worrall,Joseph Adrian,Worrall,1997-01-10,Nottingham,England,England,193 cm,64 kg,https://media.api-sports.io/football/players/1746.png
1747,S. Arfield,Scott Harry Nathaniel,Arfield,1988-11-01,Livingston,Scotland,Canada,178 cm,70 kg,https://media.api-sports.io/football/players/1747.png
1754,G. Kamara,Glen,Adjei Kamara,1995-10-28,Tampere,Finland,Finland,181 cm,78 kg,https://media.api-sports.io/football/players/1754.png
1807,E. Ndicka,Obite Evan,Ndicka,1999-08-20,Paris,France,Côte d'Ivoire,192 cm,82 kg,https://media.api-sports.io/football/players/1807.png
1836,F. Acerbi,Francesco,Acerbi,1988-02-10,Vizzolo Predabissi,Italy,Italy,192 cm,88 kg,https://media.api-sports.io/football/players/1836.png
1864,Pedro Neto,Pedro,Lomba Neto,2000-03-09,Viana do Castelo,Portugal,Portugal,172 cm,62 kg,https://media.api-sports.io/football/players/1864.png
1897,S. Mandanda,Steve,Mandanda Mpidi,1985-03-28,Kinshasa,Congo DR,France,187 cm,88 kg,https://media.api-sports.io/football/players/1897.png
1901,J. Amavi,Jordan Kévin,Amavi,1994-03-09,Toulon,France,France,176 cm,70 kg,https://media.api-sports.io/football/players/1901.png
1902,D. Ćaleta-Car,Duje,Ćaleta-Car,1996-09-17,Šibenik,Croatia,Croatia,192 cm,89 kg,https://media.api-sports.io/football/players/1902.png
1904,B. Kamara,Boubacar Bernard,Kamara,1999-11-23,Marseille,France,France,184 cm,68 kg,https://media.api-sports.io/football/players/1904.png
1923,N. Jackers,Nordin,Jackers,1997-09-05,Veldwezelt,Belgium,Belgium,187 cm,82 kg,https://media.api-sports.io/football/players/1923.png
1924,M. Vandevoordt,Maarten,Vandevoordt,2002-02-26,Sint-Truiden,Belgium,Belgium,192 cm,80 kg,https://media.api-sports.io/football/players/1924.png
1929,J. Lucumí,Jhon Janer,Lucumí Bonilla,1998-06-26,Cali,Colombia,Colombia,187 cm,84 kg,https://media.api-sports.io/football/players/1929.png
